Date,Open,High,Low,Close,Adj Close,Volume
2014-07-03,15411.500000,15411.500000,15411.500000,15411.500000,15411.500000,0
2014-07-04,15411.500000,15411.500000,15411.500000,15411.500000,15411.500000,0
2014-07-07,15411.500000,15411.500000,15411.500000,15411.500000,15411.500000,0
2014-07-08,15199.500000,15199.500000,15199.500000,15199.500000,15199.500000,0
2014-07-09,15243.000000,15243.000000,15243.000000,15243.000000,15243.000000,0
2014-07-10,15233.500000,15233.500000,15233.500000,15233.500000,15233.500000,0
2014-07-11,15239.000000,15239.000000,15239.000000,15239.000000,15239.000000,0
2014-07-14,15384.500000,15384.500000,15384.500000,15384.500000,15384.500000,0
2014-07-15,15241.500000,15241.500000,15241.500000,15241.500000,15241.500000,0
2014-07-16,15137.000000,15137.000000,15137.000000,15137.000000,15137.000000,0
2014-07-17,15170.000000,15170.000000,15170.000000,15170.000000,15170.000000,0
2014-07-18,15199.500000,15199.500000,15199.500000,15199.500000,15199.500000,0
2014-07-21,15226.500000,15226.500000,15226.500000,15226.500000,15226.500000,0
2014-07-22,15404.000000,15404.000000,15404.000000,15404.000000,15404.000000,0
2014-07-23,15471.500000,15471.500000,15471.500000,15471.500000,15471.500000,0
2014-07-24,15572.000000,15572.000000,15572.000000,15572.000000,15572.000000,0
2014-07-25,15445.500000,15445.500000,15445.500000,15445.500000,15445.500000,0
2014-07-28,15500.500000,15500.500000,15500.500000,15500.500000,15500.500000,0
2014-07-29,15544.000000,15544.000000,15544.000000,15544.000000,15544.000000,0
2014-07-30,15588.000000,15588.000000,15588.000000,15588.000000,15588.000000,0
2014-07-31,15417.000000,15417.000000,15417.000000,15417.000000,15417.000000,0
2014-08-01,15368.000000,15368.000000,15368.000000,15368.000000,15368.000000,0
2014-08-04,15357.500000,15357.500000,15357.500000,15357.500000,15357.500000,0
2014-08-05,15404.000000,15404.000000,15404.000000,15404.000000,15404.000000,0
2014-08-06,15312.000000,15312.000000,15312.000000,15312.000000,15312.000000,0
2014-08-07,15312.000000,15312.000000,15312.000000,15312.000000,15312.000000,0
2014-08-08,15268.849609,15268.849609,15268.849609,15241.000000,15241.000000,327
2014-08-11,15434.406250,15434.406250,15434.406250,15421.500000,15421.500000,10
2014-08-12,15277.000000,15277.000000,15277.000000,15277.000000,15277.000000,0
2014-08-13,15578.000000,15578.000000,15578.000000,15578.000000,15578.000000,0
2014-08-14,15697.500000,15697.500000,15697.500000,15697.500000,15697.500000,0
2014-08-15,15697.000000,15697.000000,15697.000000,15697.000000,15697.000000,0
2014-08-18,15877.000000,15877.000000,15877.000000,15877.000000,15877.000000,0
2014-08-19,16002.500000,16002.500000,16002.500000,16002.500000,16002.500000,0
2014-08-20,16053.000000,16053.000000,16053.000000,16053.000000,16053.000000,0
2014-08-21,16130.500000,16130.500000,16130.500000,16130.500000,16130.500000,0
2014-08-22,16156.500000,16156.500000,16156.500000,16156.500000,16156.500000,0
2014-08-26,16334.500000,16334.500000,16334.500000,16334.500000,16334.500000,0
